rho             ne              v_phi           Te              E_rho           Psi              
2.92000000E-04  2.11000000E-01  -4.06000000E-04  1.03000000E-06  1.05000000E-04  1.25000000E-07
2.93000000E-04  2.13000000E-01  -4.09000000E-04  1.02000000E-06  1.06000000E-04  1.25000000E-07
2.95000000E-04  2.14000000E-01  -4.11000000E-04  1.02000000E-06  1.06000000E-04  1.25000000E-07
2.96000000E-04  2.16000000E-01  -4.13000000E-04  1.02000000E-06  1.07000000E-04  1.25000000E-07
2.98000000E-04  2.18000000E-01  -4.16000000E-04  1.02000000E-06  1.07000000E-04  1.25000000E-07
2.99000000E-04  2.19000000E-01  -4.18000000E-04  1.02000000E-06  1.08000000E-04  1.25000000E-07
3.01000000E-04  2.21000000E-01  -4.20000000E-04  1.02000000E-06  1.08000000E-04  1.24000000E-07
3.02000000E-04  2.22000000E-01  -4.22000000E-04  1.02000000E-06  1.09000000E-04  1.24000000E-07
3.04000000E-04  2.24000000E-01  -4.24000000E-04  1.02000000E-06  1.09000000E-04  1.24000000E-07
3.05000000E-04  2.25000000E-01  -4.26000000E-04  1.02000000E-06  1.09000000E-04  1.24000000E-07
3.07000000E-04  2.27000000E-01  -4.28000000E-04  1.02000000E-06  1.10000000E-04  1.24000000E-07
3.08000000E-04  2.29000000E-01  -4.29000000E-04  1.02000000E-06  1.10000000E-04  1.24000000E-07
3.09000000E-04  2.30000000E-01  -4.31000000E-04  1.02000000E-06  1.11000000E-04  1.23000000E-07
3.11000000E-04  2.32000000E-01  -4.33000000E-04  1.01000000E-06  1.11000000E-04  1.23000000E-07
3.12000000E-04  2.33000000E-01  -4.35000000E-04  1.01000000E-06  1.11000000E-04  1.23000000E-07
3.14000000E-04  2.35000000E-01  -4.36000000E-04  1.01000000E-06  1.12000000E-04  1.23000000E-07
3.15000000E-04  2.37000000E-01  -4.38000000E-04  1.01000000E-06  1.12000000E-04  1.23000000E-07
3.16000000E-04  2.38000000E-01  -4.39000000E-04  1.01000000E-06  1.13000000E-04  1.23000000E-07
3.18000000E-04  2.40000000E-01  -4.41000000E-04  1.01000000E-06  1.13000000E-04  1.23000000E-07
3.19000000E-04  2.41000000E-01  -4.42000000E-04  1.01000000E-06  1.13000000E-04  1.22000000E-07
3.20000000E-04  2.43000000E-01  -4.44000000E-04  1.01000000E-06  1.14000000E-04  1.22000000E-07
3.22000000E-04  2.45000000E-01  -4.45000000E-04  1.01000000E-06  1.14000000E-04  1.22000000E-07
3.23000000E-04  2.46000000E-01  -4.46000000E-04  1.01000000E-06  1.15000000E-04  1.22000000E-07
3.24000000E-04  2.48000000E-01  -4.48000000E-04  1.01000000E-06  1.15000000E-04  1.22000000E-07
3.26000000E-04  2.50000000E-01  -4.49000000E-04  1.01000000E-06  1.15000000E-04  1.22000000E-07
3.27000000E-04  2.51000000E-01  -4.50000000E-04  1.00000000E-06  1.16000000E-04  1.21000000E-07
3.28000000E-04  2.53000000E-01  -4.51000000E-04  1.00000000E-06  1.16000000E-04  1.21000000E-07
3.30000000E-04  2.55000000E-01  -4.52000000E-04  1.00000000E-06  1.16000000E-04  1.21000000E-07
3.31000000E-04  2.56000000E-01  -4.54000000E-04  1.00000000E-06  1.17000000E-04  1.21000000E-07
3.32000000E-04  2.58000000E-01  -4.55000000E-04  1.00000000E-06  1.17000000E-04  1.21000000E-07
3.34000000E-04  2.60000000E-01  -4.56000000E-04  1.00000000E-06  1.18000000E-04  1.21000000E-07
3.35000000E-04  2.61000000E-01  -4.57000000E-04  1.00000000E-06  1.18000000E-04  1.21000000E-07
3.36000000E-04  2.63000000E-01  -4.58000000E-04  1.00000000E-06  1.18000000E-04  1.20000000E-07
3.37000000E-04  2.65000000E-01  -4.59000000E-04  9.99000000E-07  1.19000000E-04  1.20000000E-07
3.39000000E-04  2.67000000E-01  -4.60000000E-04  9.98000000E-07  1.19000000E-04  1.20000000E-07
3.40000000E-04  2.68000000E-01  -4.60000000E-04  9.98000000E-07  1.19000000E-04  1.20000000E-07
3.41000000E-04  2.70000000E-01  -4.61000000E-04  9.97000000E-07  1.20000000E-04  1.20000000E-07
3.42000000E-04  2.72000000E-01  -4.62000000E-04  9.96000000E-07  1.20000000E-04  1.20000000E-07
3.44000000E-04  2.73000000E-01  -4.63000000E-04  9.95000000E-07  1.20000000E-04  1.19000000E-07
3.45000000E-04  2.75000000E-01  -4.64000000E-04  9.95000000E-07  1.21000000E-04  1.19000000E-07
3.46000000E-04  2.77000000E-01  -4.64000000E-04  9.94000000E-07  1.21000000E-04  1.19000000E-07
3.47000000E-04  2.79000000E-01  -4.65000000E-04  9.93000000E-07  1.21000000E-04  1.19000000E-07
3.49000000E-04  2.80000000E-01  -4.66000000E-04  9.93000000E-07  1.22000000E-04  1.19000000E-07
3.50000000E-04  2.82000000E-01  -4.66000000E-04  9.92000000E-07  1.22000000E-04  1.19000000E-07
3.51000000E-04  2.84000000E-01  -4.67000000E-04  9.91000000E-07  1.22000000E-04  1.19000000E-07
3.52000000E-04  2.86000000E-01  -4.68000000E-04  9.91000000E-07  1.22000000E-04  1.18000000E-07
3.54000000E-04  2.88000000E-01  -4.68000000E-04  9.90000000E-07  1.23000000E-04  1.18000000E-07
3.55000000E-04  2.89000000E-01  -4.69000000E-04  9.89000000E-07  1.23000000E-04  1.18000000E-07
3.56000000E-04  2.91000000E-01  -4.69000000E-04  9.89000000E-07  1.23000000E-04  1.18000000E-07
3.57000000E-04  2.93000000E-01  -4.70000000E-04  9.88000000E-07  1.24000000E-04  1.18000000E-07
3.58000000E-04  2.95000000E-01  -4.70000000E-04  9.88000000E-07  1.24000000E-04  1.18000000E-07
3.60000000E-04  2.97000000E-01  -4.71000000E-04  9.87000000E-07  1.24000000E-04  1.18000000E-07
3.61000000E-04  2.99000000E-01  -4.71000000E-04  9.86000000E-07  1.25000000E-04  1.17000000E-07
3.62000000E-04  3.00000000E-01  -4.71000000E-04  9.86000000E-07  1.25000000E-04  1.17000000E-07
3.63000000E-04  3.02000000E-01  -4.72000000E-04  9.85000000E-07  1.25000000E-04  1.17000000E-07
3.65000000E-04  3.04000000E-01  -4.72000000E-04  9.84000000E-07  1.26000000E-04  1.17000000E-07
3.66000000E-04  3.06000000E-01  -4.72000000E-04  9.84000000E-07  1.26000000E-04  1.17000000E-07
3.67000000E-04  3.08000000E-01  -4.73000000E-04  9.83000000E-07  1.26000000E-04  1.17000000E-07
3.68000000E-04  3.10000000E-01  -4.73000000E-04  9.83000000E-07  1.26000000E-04  1.16000000E-07
3.69000000E-04  3.12000000E-01  -4.73000000E-04  9.82000000E-07  1.27000000E-04  1.16000000E-07
3.71000000E-04  3.13000000E-01  -4.73000000E-04  9.82000000E-07  1.27000000E-04  1.16000000E-07
3.72000000E-04  3.15000000E-01  -4.74000000E-04  9.81000000E-07  1.27000000E-04  1.16000000E-07
3.73000000E-04  3.17000000E-01  -4.74000000E-04  9.80000000E-07  1.27000000E-04  1.16000000E-07
3.74000000E-04  3.19000000E-01  -4.74000000E-04  9.80000000E-07  1.28000000E-04  1.16000000E-07
3.75000000E-04  3.21000000E-01  -4.74000000E-04  9.79000000E-07  1.28000000E-04  1.16000000E-07
3.76000000E-04  3.23000000E-01  -4.74000000E-04  9.79000000E-07  1.28000000E-04  1.15000000E-07
3.78000000E-04  3.25000000E-01  -4.74000000E-04  9.78000000E-07  1.29000000E-04  1.15000000E-07
3.79000000E-04  3.27000000E-01  -4.74000000E-04  9.78000000E-07  1.29000000E-04  1.15000000E-07
3.80000000E-04  3.29000000E-01  -4.74000000E-04  9.77000000E-07  1.29000000E-04  1.15000000E-07
3.81000000E-04  3.31000000E-01  -4.74000000E-04  9.77000000E-07  1.29000000E-04  1.15000000E-07
3.82000000E-04  3.33000000E-01  -4.74000000E-04  9.76000000E-07  1.30000000E-04  1.15000000E-07
3.84000000E-04  3.35000000E-01  -4.74000000E-04  9.76000000E-07  1.30000000E-04  1.14000000E-07
3.85000000E-04  3.37000000E-01  -4.74000000E-04  9.75000000E-07  1.30000000E-04  1.14000000E-07
3.86000000E-04  3.39000000E-01  -4.74000000E-04  9.74000000E-07  1.30000000E-04  1.14000000E-07
3.87000000E-04  3.41000000E-01  -4.74000000E-04  9.74000000E-07  1.31000000E-04  1.14000000E-07
3.88000000E-04  3.43000000E-01  -4.74000000E-04  9.73000000E-07  1.31000000E-04  1.14000000E-07
3.89000000E-04  3.45000000E-01  -4.74000000E-04  9.73000000E-07  1.31000000E-04  1.14000000E-07
3.91000000E-04  3.47000000E-01  -4.74000000E-04  9.72000000E-07  1.31000000E-04  1.14000000E-07
3.92000000E-04  3.49000000E-01  -4.74000000E-04  9.72000000E-07  1.32000000E-04  1.13000000E-07
3.93000000E-04  3.51000000E-01  -4.74000000E-04  9.72000000E-07  1.32000000E-04  1.13000000E-07
3.94000000E-04  3.53000000E-01  -4.73000000E-04  9.71000000E-07  1.32000000E-04  1.13000000E-07
3.95000000E-04  3.55000000E-01  -4.73000000E-04  9.71000000E-07  1.32000000E-04  1.13000000E-07
3.96000000E-04  3.57000000E-01  -4.73000000E-04  9.70000000E-07  1.33000000E-04  1.13000000E-07
3.98000000E-04  3.59000000E-01  -4.73000000E-04  9.70000000E-07  1.33000000E-04  1.13000000E-07
3.99000000E-04  3.61000000E-01  -4.72000000E-04  9.69000000E-07  1.33000000E-04  1.12000000E-07
4.00000000E-04  3.63000000E-01  -4.72000000E-04  9.69000000E-07  1.33000000E-04  1.12000000E-07
4.01000000E-04  3.65000000E-01  -4.72000000E-04  9.68000000E-07  1.34000000E-04  1.12000000E-07
4.02000000E-04  3.67000000E-01  -4.72000000E-04  9.68000000E-07  1.34000000E-04  1.12000000E-07
4.03000000E-04  3.69000000E-01  -4.71000000E-04  9.67000000E-07  1.34000000E-04  1.12000000E-07
4.05000000E-04  3.71000000E-01  -4.71000000E-04  9.67000000E-07  1.34000000E-04  1.12000000E-07
4.06000000E-04  3.73000000E-01  -4.70000000E-04  9.67000000E-07  1.34000000E-04  1.12000000E-07
4.07000000E-04  3.76000000E-01  -4.70000000E-04  9.66000000E-07  1.35000000E-04  1.11000000E-07
4.08000000E-04  3.78000000E-01  -4.70000000E-04  9.66000000E-07  1.35000000E-04  1.11000000E-07
4.09000000E-04  3.80000000E-01  -4.69000000E-04  9.65000000E-07  1.35000000E-04  1.11000000E-07
4.10000000E-04  3.82000000E-01  -4.69000000E-04  9.65000000E-07  1.35000000E-04  1.11000000E-07
4.11000000E-04  3.84000000E-01  -4.68000000E-04  9.64000000E-07  1.35000000E-04  1.11000000E-07
4.13000000E-04  3.86000000E-01  -4.68000000E-04  9.64000000E-07  1.36000000E-04  1.11000000E-07
4.14000000E-04  3.88000000E-01  -4.67000000E-04  9.64000000E-07  1.36000000E-04  1.10000000E-07
4.15000000E-04  3.91000000E-01  -4.67000000E-04  9.63000000E-07  1.36000000E-04  1.10000000E-07
4.16000000E-04  3.93000000E-01  -4.66000000E-04  9.63000000E-07  1.36000000E-04  1.10000000E-07
4.17000000E-04  3.95000000E-01  -4.66000000E-04  9.62000000E-07  1.37000000E-04  1.10000000E-07
4.18000000E-04  3.97000000E-01  -4.65000000E-04  9.62000000E-07  1.37000000E-04  1.10000000E-07
4.20000000E-04  3.99000000E-01  -4.65000000E-04  9.62000000E-07  1.37000000E-04  1.10000000E-07
4.21000000E-04  4.01000000E-01  -4.64000000E-04  9.61000000E-07  1.37000000E-04  1.10000000E-07
4.22000000E-04  4.04000000E-01  -4.64000000E-04  9.61000000E-07  1.37000000E-04  1.09000000E-07
4.23000000E-04  4.06000000E-01  -4.63000000E-04  9.61000000E-07  1.37000000E-04  1.09000000E-07
4.24000000E-04  4.08000000E-01  -4.62000000E-04  9.60000000E-07  1.38000000E-04  1.09000000E-07
4.25000000E-04  4.10000000E-01  -4.62000000E-04  9.60000000E-07  1.38000000E-04  1.09000000E-07
4.26000000E-04  4.12000000E-01  -4.61000000E-04  9.60000000E-07  1.38000000E-04  1.09000000E-07
4.28000000E-04  4.15000000E-01  -4.61000000E-04  9.59000000E-07  1.38000000E-04  1.09000000E-07
4.29000000E-04  4.17000000E-01  -4.60000000E-04  9.59000000E-07  1.38000000E-04  1.08000000E-07
4.30000000E-04  4.19000000E-01  -4.59000000E-04  9.59000000E-07  1.39000000E-04  1.08000000E-07
4.31000000E-04  4.21000000E-01  -4.58000000E-04  9.58000000E-07  1.39000000E-04  1.08000000E-07
4.32000000E-04  4.24000000E-01  -4.58000000E-04  9.58000000E-07  1.39000000E-04  1.08000000E-07
4.33000000E-04  4.26000000E-01  -4.57000000E-04  9.58000000E-07  1.39000000E-04  1.08000000E-07
4.34000000E-04  4.28000000E-01  -4.56000000E-04  9.57000000E-07  1.39000000E-04  1.08000000E-07
4.36000000E-04  4.30000000E-01  -4.56000000E-04  9.57000000E-07  1.39000000E-04  1.07000000E-07
4.37000000E-04  4.33000000E-01  -4.55000000E-04  9.57000000E-07  1.40000000E-04  1.07000000E-07
4.38000000E-04  4.35000000E-01  -4.54000000E-04  9.56000000E-07  1.40000000E-04  1.07000000E-07
4.39000000E-04  4.37000000E-01  -4.53000000E-04  9.56000000E-07  1.40000000E-04  1.07000000E-07
4.40000000E-04  4.40000000E-01  -4.52000000E-04  9.56000000E-07  1.40000000E-04  1.07000000E-07
4.41000000E-04  4.42000000E-01  -4.52000000E-04  9.55000000E-07  1.40000000E-04  1.07000000E-07
4.43000000E-04  4.44000000E-01  -4.51000000E-04  9.55000000E-07  1.40000000E-04  1.06000000E-07
4.44000000E-04  4.47000000E-01  -4.50000000E-04  9.55000000E-07  1.41000000E-04  1.06000000E-07
4.45000000E-04  4.49000000E-01  -4.49000000E-04  9.55000000E-07  1.41000000E-04  1.06000000E-07
4.46000000E-04  4.51000000E-01  -4.48000000E-04  9.54000000E-07  1.41000000E-04  1.06000000E-07
4.47000000E-04  4.53000000E-01  -4.47000000E-04  9.54000000E-07  1.41000000E-04  1.06000000E-07
4.48000000E-04  4.56000000E-01  -4.47000000E-04  9.54000000E-07  1.41000000E-04  1.06000000E-07
4.49000000E-04  4.58000000E-01  -4.46000000E-04  9.53000000E-07  1.41000000E-04  1.06000000E-07
4.51000000E-04  4.61000000E-01  -4.45000000E-04  9.53000000E-07  1.42000000E-04  1.05000000E-07
4.52000000E-04  4.63000000E-01  -4.44000000E-04  9.53000000E-07  1.42000000E-04  1.05000000E-07
4.53000000E-04  4.65000000E-01  -4.43000000E-04  9.53000000E-07  1.42000000E-04  1.05000000E-07
4.54000000E-04  4.68000000E-01  -4.42000000E-04  9.52000000E-07  1.42000000E-04  1.05000000E-07
4.55000000E-04  4.70000000E-01  -4.41000000E-04  9.52000000E-07  1.42000000E-04  1.05000000E-07
4.56000000E-04  4.72000000E-01  -4.40000000E-04  9.52000000E-07  1.42000000E-04  1.05000000E-07
4.58000000E-04  4.75000000E-01  -4.39000000E-04  9.52000000E-07  1.42000000E-04  1.04000000E-07
4.59000000E-04  4.77000000E-01  -4.38000000E-04  9.51000000E-07  1.42000000E-04  1.04000000E-07
4.60000000E-04  4.80000000E-01  -4.37000000E-04  9.51000000E-07  1.43000000E-04  1.04000000E-07
4.61000000E-04  4.82000000E-01  -4.36000000E-04  9.51000000E-07  1.43000000E-04  1.04000000E-07
4.62000000E-04  4.84000000E-01  -4.35000000E-04  9.51000000E-07  1.43000000E-04  1.04000000E-07
4.63000000E-04  4.87000000E-01  -4.34000000E-04  9.51000000E-07  1.43000000E-04  1.04000000E-07
4.65000000E-04  4.89000000E-01  -4.33000000E-04  9.50000000E-07  1.43000000E-04  1.03000000E-07
4.66000000E-04  4.92000000E-01  -4.32000000E-04  9.50000000E-07  1.43000000E-04  1.03000000E-07
4.67000000E-04  4.94000000E-01  -4.31000000E-04  9.50000000E-07  1.43000000E-04  1.03000000E-07
4.68000000E-04  4.97000000E-01  -4.30000000E-04  9.50000000E-07  1.43000000E-04  1.03000000E-07
4.69000000E-04  4.99000000E-01  -4.29000000E-04  9.49000000E-07  1.44000000E-04  1.03000000E-07
4.70000000E-04  5.02000000E-01  -4.28000000E-04  9.49000000E-07  1.44000000E-04  1.03000000E-07
4.72000000E-04  5.04000000E-01  -4.26000000E-04  9.49000000E-07  1.44000000E-04  1.02000000E-07
4.73000000E-04  5.07000000E-01  -4.25000000E-04  9.49000000E-07  1.44000000E-04  1.02000000E-07
4.74000000E-04  5.09000000E-01  -4.24000000E-04  9.49000000E-07  1.44000000E-04  1.02000000E-07
4.75000000E-04  5.11000000E-01  -4.23000000E-04  9.48000000E-07  1.44000000E-04  1.02000000E-07
4.76000000E-04  5.14000000E-01  -4.22000000E-04  9.48000000E-07  1.44000000E-04  1.02000000E-07
4.77000000E-04  5.16000000E-01  -4.21000000E-04  9.48000000E-07  1.44000000E-04  1.02000000E-07
4.79000000E-04  5.19000000E-01  -4.20000000E-04  9.48000000E-07  1.44000000E-04  1.01000000E-07
4.80000000E-04  5.21000000E-01  -4.18000000E-04  9.48000000E-07  1.45000000E-04  1.01000000E-07
4.81000000E-04  5.24000000E-01  -4.17000000E-04  9.48000000E-07  1.45000000E-04  1.01000000E-07
4.82000000E-04  5.27000000E-01  -4.16000000E-04  9.47000000E-07  1.45000000E-04  1.01000000E-07
4.83000000E-04  5.29000000E-01  -4.15000000E-04  9.47000000E-07  1.45000000E-04  1.01000000E-07
4.85000000E-04  5.32000000E-01  -4.14000000E-04  9.47000000E-07  1.45000000E-04  1.00000000E-07
4.86000000E-04  5.34000000E-01  -4.12000000E-04  9.47000000E-07  1.45000000E-04  1.00000000E-07
4.87000000E-04  5.37000000E-01  -4.11000000E-04  9.47000000E-07  1.45000000E-04  1.00000000E-07
4.88000000E-04  5.39000000E-01  -4.10000000E-04  9.47000000E-07  1.45000000E-04  1.00000000E-07
4.89000000E-04  5.42000000E-01  -4.09000000E-04  9.46000000E-07  1.45000000E-04  9.98000000E-08
4.91000000E-04  5.44000000E-01  -4.07000000E-04  9.46000000E-07  1.45000000E-04  9.96000000E-08
4.92000000E-04  5.47000000E-01  -4.06000000E-04  9.46000000E-07  1.45000000E-04  9.94000000E-08
4.93000000E-04  5.50000000E-01  -4.05000000E-04  9.46000000E-07  1.45000000E-04  9.93000000E-08
4.94000000E-04  5.52000000E-01  -4.04000000E-04  9.46000000E-07  1.46000000E-04  9.91000000E-08
4.95000000E-04  5.55000000E-01  -4.02000000E-04  9.46000000E-07  1.46000000E-04  9.89000000E-08
4.97000000E-04  5.57000000E-01  -4.01000000E-04  9.46000000E-07  1.46000000E-04  9.87000000E-08
4.98000000E-04  5.60000000E-01  -4.00000000E-04  9.45000000E-07  1.46000000E-04  9.86000000E-08
4.99000000E-04  5.63000000E-01  -3.98000000E-04  9.45000000E-07  1.46000000E-04  9.84000000E-08
5.00000000E-04  5.65000000E-01  -3.97000000E-04  9.45000000E-07  1.46000000E-04  9.82000000E-08
5.01000000E-04  5.68000000E-01  -3.96000000E-04  9.45000000E-07  1.46000000E-04  9.80000000E-08
5.03000000E-04  5.70000000E-01  -3.94000000E-04  9.45000000E-07  1.46000000E-04  9.79000000E-08
5.04000000E-04  5.73000000E-01  -3.93000000E-04  9.45000000E-07  1.46000000E-04  9.77000000E-08
5.05000000E-04  5.76000000E-01  -3.92000000E-04  9.45000000E-07  1.46000000E-04  9.75000000E-08
5.06000000E-04  5.78000000E-01  -3.90000000E-04  9.45000000E-07  1.46000000E-04  9.73000000E-08
5.08000000E-04  5.81000000E-01  -3.89000000E-04  9.44000000E-07  1.46000000E-04  9.71000000E-08
5.09000000E-04  5.84000000E-01  -3.87000000E-04  9.44000000E-07  1.46000000E-04  9.70000000E-08
5.10000000E-04  5.86000000E-01  -3.86000000E-04  9.44000000E-07  1.46000000E-04  9.68000000E-08
5.11000000E-04  5.89000000E-01  -3.84000000E-04  9.44000000E-07  1.46000000E-04  9.66000000E-08
5.13000000E-04  5.92000000E-01  -3.83000000E-04  9.44000000E-07  1.46000000E-04  9.64000000E-08
5.14000000E-04  5.95000000E-01  -3.82000000E-04  9.44000000E-07  1.46000000E-04  9.62000000E-08
5.15000000E-04  5.97000000E-01  -3.80000000E-04  9.44000000E-07  1.46000000E-04  9.60000000E-08
5.16000000E-04  6.00000000E-01  -3.79000000E-04  9.44000000E-07  1.46000000E-04  9.59000000E-08
5.18000000E-04  6.03000000E-01  -3.77000000E-04  9.44000000E-07  1.46000000E-04  9.57000000E-08
5.19000000E-04  6.05000000E-01  -3.76000000E-04  9.44000000E-07  1.47000000E-04  9.55000000E-08
5.20000000E-04  6.08000000E-01  -3.74000000E-04  9.44000000E-07  1.47000000E-04  9.53000000E-08
5.21000000E-04  6.11000000E-01  -3.73000000E-04  9.44000000E-07  1.47000000E-04  9.51000000E-08
5.23000000E-04  6.14000000E-01  -3.71000000E-04  9.43000000E-07  1.47000000E-04  9.49000000E-08
5.24000000E-04  6.16000000E-01  -3.70000000E-04  9.43000000E-07  1.47000000E-04  9.47000000E-08
5.25000000E-04  6.19000000E-01  -3.68000000E-04  9.43000000E-07  1.47000000E-04  9.45000000E-08
5.27000000E-04  6.22000000E-01  -3.67000000E-04  9.43000000E-07  1.47000000E-04  9.44000000E-08
5.28000000E-04  6.25000000E-01  -3.65000000E-04  9.43000000E-07  1.47000000E-04  9.42000000E-08
5.29000000E-04  6.28000000E-01  -3.63000000E-04  9.43000000E-07  1.47000000E-04  9.40000000E-08
5.30000000E-04  6.30000000E-01  -3.62000000E-04  9.43000000E-07  1.47000000E-04  9.38000000E-08
5.32000000E-04  6.33000000E-01  -3.60000000E-04  9.43000000E-07  1.47000000E-04  9.36000000E-08
5.33000000E-04  6.36000000E-01  -3.59000000E-04  9.43000000E-07  1.47000000E-04  9.34000000E-08
5.34000000E-04  6.39000000E-01  -3.57000000E-04  9.43000000E-07  1.47000000E-04  9.32000000E-08
5.36000000E-04  6.42000000E-01  -3.55000000E-04  9.43000000E-07  1.47000000E-04  9.30000000E-08
5.37000000E-04  6.45000000E-01  -3.54000000E-04  9.43000000E-07  1.47000000E-04  9.28000000E-08
5.38000000E-04  6.47000000E-01  -3.52000000E-04  9.43000000E-07  1.47000000E-04  9.26000000E-08
5.40000000E-04  6.50000000E-01  -3.50000000E-04  9.43000000E-07  1.47000000E-04  9.24000000E-08
5.41000000E-04  6.53000000E-01  -3.49000000E-04  9.43000000E-07  1.47000000E-04  9.22000000E-08
5.43000000E-04  6.56000000E-01  -3.47000000E-04  9.43000000E-07  1.47000000E-04  9.20000000E-08
5.44000000E-04  6.59000000E-01  -3.45000000E-04  9.43000000E-07  1.47000000E-04  9.18000000E-08
5.45000000E-04  6.62000000E-01  -3.43000000E-04  9.43000000E-07  1.47000000E-04  9.16000000E-08
5.47000000E-04  6.65000000E-01  -3.42000000E-04  9.43000000E-07  1.47000000E-04  9.14000000E-08
5.48000000E-04  6.68000000E-01  -3.40000000E-04  9.43000000E-07  1.46000000E-04  9.12000000E-08
5.50000000E-04  6.71000000E-01  -3.38000000E-04  9.43000000E-07  1.46000000E-04  9.10000000E-08
5.51000000E-04  6.74000000E-01  -3.36000000E-04  9.43000000E-07  1.46000000E-04  9.08000000E-08
5.52000000E-04  6.77000000E-01  -3.35000000E-04  9.43000000E-07  1.46000000E-04  9.06000000E-08
5.54000000E-04  6.80000000E-01  -3.33000000E-04  9.43000000E-07  1.46000000E-04  9.04000000E-08
5.55000000E-04  6.83000000E-01  -3.31000000E-04  9.43000000E-07  1.46000000E-04  9.01000000E-08
5.57000000E-04  6.86000000E-01  -3.29000000E-04  9.43000000E-07  1.46000000E-04  8.99000000E-08
5.58000000E-04  6.89000000E-01  -3.27000000E-04  9.43000000E-07  1.46000000E-04  8.97000000E-08
5.60000000E-04  6.92000000E-01  -3.25000000E-04  9.43000000E-07  1.46000000E-04  8.95000000E-08
5.61000000E-04  6.95000000E-01  -3.23000000E-04  9.43000000E-07  1.46000000E-04  8.93000000E-08
5.63000000E-04  6.98000000E-01  -3.22000000E-04  9.43000000E-07  1.46000000E-04  8.91000000E-08
5.64000000E-04  7.01000000E-01  -3.20000000E-04  9.43000000E-07  1.46000000E-04  8.88000000E-08
5.66000000E-04  7.04000000E-01  -3.18000000E-04  9.43000000E-07  1.46000000E-04  8.86000000E-08
5.67000000E-04  7.08000000E-01  -3.16000000E-04  9.43000000E-07  1.46000000E-04  8.84000000E-08
5.69000000E-04  7.11000000E-01  -3.14000000E-04  9.43000000E-07  1.46000000E-04  8.82000000E-08
5.70000000E-04  7.14000000E-01  -3.12000000E-04  9.43000000E-07  1.46000000E-04  8.80000000E-08
5.72000000E-04  7.17000000E-01  -3.10000000E-04  9.43000000E-07  1.46000000E-04  8.77000000E-08
5.73000000E-04  7.20000000E-01  -3.08000000E-04  9.43000000E-07  1.45000000E-04  8.75000000E-08
5.75000000E-04  7.23000000E-01  -3.06000000E-04  9.43000000E-07  1.45000000E-04  8.73000000E-08
5.76000000E-04  7.26000000E-01  -3.04000000E-04  9.43000000E-07  1.45000000E-04  8.71000000E-08
5.78000000E-04  7.29000000E-01  -3.02000000E-04  9.43000000E-07  1.45000000E-04  8.69000000E-08
5.79000000E-04  7.32000000E-01  -3.00000000E-04  9.43000000E-07  1.45000000E-04  8.66000000E-08
5.81000000E-04  7.35000000E-01  -2.98000000E-04  9.43000000E-07  1.45000000E-04  8.64000000E-08
5.82000000E-04  7.38000000E-01  -2.96000000E-04  9.43000000E-07  1.45000000E-04  8.62000000E-08
5.84000000E-04  7.41000000E-01  -2.94000000E-04  9.43000000E-07  1.45000000E-04  8.60000000E-08
5.86000000E-04  7.44000000E-01  -2.92000000E-04  9.43000000E-07  1.45000000E-04  8.57000000E-08
5.87000000E-04  7.47000000E-01  -2.90000000E-04  9.43000000E-07  1.45000000E-04  8.55000000E-08
5.89000000E-04  7.50000000E-01  -2.88000000E-04  9.44000000E-07  1.44000000E-04  8.53000000E-08
5.90000000E-04  7.53000000E-01  -2.86000000E-04  9.44000000E-07  1.44000000E-04  8.51000000E-08
5.92000000E-04  7.56000000E-01  -2.84000000E-04  9.44000000E-07  1.44000000E-04  8.48000000E-08
5.93000000E-04  7.59000000E-01  -2.82000000E-04  9.44000000E-07  1.44000000E-04  8.46000000E-08
5.95000000E-04  7.62000000E-01  -2.80000000E-04  9.44000000E-07  1.44000000E-04  8.44000000E-08
5.96000000E-04  7.65000000E-01  -2.78000000E-04  9.44000000E-07  1.44000000E-04  8.42000000E-08
5.98000000E-04  7.68000000E-01  -2.76000000E-04  9.44000000E-07  1.44000000E-04  8.39000000E-08
6.00000000E-04  7.71000000E-01  -2.74000000E-04  9.44000000E-07  1.44000000E-04  8.37000000E-08
6.01000000E-04  7.74000000E-01  -2.72000000E-04  9.44000000E-07  1.43000000E-04  8.35000000E-08
6.03000000E-04  7.77000000E-01  -2.70000000E-04  9.44000000E-07  1.43000000E-04  8.33000000E-08
6.04000000E-04  7.80000000E-01  -2.68000000E-04  9.44000000E-07  1.43000000E-04  8.30000000E-08
6.06000000E-04  7.83000000E-01  -2.66000000E-04  9.45000000E-07  1.43000000E-04  8.28000000E-08
6.08000000E-04  7.86000000E-01  -2.64000000E-04  9.45000000E-07  1.43000000E-04  8.26000000E-08
6.09000000E-04  7.89000000E-01  -2.62000000E-04  9.45000000E-07  1.43000000E-04  8.23000000E-08
6.11000000E-04  7.92000000E-01  -2.60000000E-04  9.45000000E-07  1.42000000E-04  8.21000000E-08
6.12000000E-04  7.95000000E-01  -2.58000000E-04  9.45000000E-07  1.42000000E-04  8.19000000E-08
6.14000000E-04  7.98000000E-01  -2.56000000E-04  9.45000000E-07  1.42000000E-04  8.16000000E-08
6.16000000E-04  8.01000000E-01  -2.54000000E-04  9.45000000E-07  1.42000000E-04  8.14000000E-08
6.17000000E-04  8.04000000E-01  -2.52000000E-04  9.45000000E-07  1.42000000E-04  8.12000000E-08
